City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,Shelburne,44.08,-80.2,35.6,67,75,10.29,CA,2020-04-16 14:37:18
282,Touros,-5.2,-35.46,77.0,94,90,4.7,BR,2020-04-16 14:37:18
283,Lagoa,39.05,-27.98,58.66,77,100,20.62,PT,2020-04-16 14:37:18
284,Saint-Joseph,-21.37,55.62,78.8,65,10,24.16,RE,2020-04-16 14:37:18
285,Koutiala,12.39,-5.46,103.59,18,6,10.49,ML,2020-04-16 14:37:18
286,Morant Bay,17.88,-76.41,86.0,66,75,6.93,JM,2020-04-16 14:37:18
287,Glamoc,44.05,16.85,57.54,34,34,3.78,BA,2020-04-16 14:37:18
288,Bloomsburg,41.0,-76.45,43.0,37,75,6.93,US,2020-04-16 14:36:16
289,Arlit,18.74,7.39,102.56,6,92,5.84,NE,2020-04-16 14:37:18
290,Zhezkazgan,47.8,67.71,53.96,35,0,8.66,KZ,2020-04-16 14:37:18
291,Ishim,56.11,69.49,51.17,60,87,9.71,RU,2020-04-16 14:37:18
292,Harrogate,53.99,-1.54,66.99,25,0,14.99,GB,2020-04-16 14:34:20
293,Aurillac,44.92,2.45,70.0,42,81,9.17,FR,2020-04-16 14:37:19
294,Paita,-5.09,-81.11,62.6,100,79,19.46,PE,2020-04-16 14:37:19
295,Coihaique,-45.58,-72.07,57.2,87,90,3.0,CL,2020-04-16 14:37:19
296,Cayenne,4.93,-52.33,86.0,66,75,11.41,GF,2020-04-16 14:37:19
297,Uyemskiy,64.47,40.85,39.2,69,75,6.71,RU,2020-04-16 14:37:19
298,Monopoli,40.96,17.29,66.2,27,0,6.93,IT,2020-04-16 14:37:19
299,Maralal,1.1,36.7,73.98,34,87,10.63,KE,2020-04-16 14:37:19
300,Camana,-16.62,-72.71,76.48,63,2,9.73,PE,2020-04-16 14:37:19
301,Sayyan,15.17,44.32,65.34,32,60,0.96,YE,2020-04-16 14:37:19
302,Gopalganj,26.47,84.43,86.97,29,65,9.4,IN,2020-04-16 14:37:19
303,San Andres,12.58,-81.7,84.2,70,40,9.17,CO,2020-04-16 14:37:20
304,Sinnamary,5.38,-52.95,81.95,77,74,9.93,GF,2020-04-16 14:37:20
305,Camacupa,-12.02,17.48,77.9,45,78,2.75,AO,2020-04-16 14:37:20
306,Cockburn Town,21.46,-71.14,80.6,74,75,12.75,TC,2020-04-16 14:37:20
307,Faya,18.39,42.45,71.6,52,40,11.41,SA,2020-04-16 14:37:20
308,Kolpashevo,58.31,82.91,35.26,92,58,3.87,RU,2020-04-16 14:37:20
309,Camanducaia,-22.76,-46.14,75.2,64,75,3.36,BR,2020-04-16 14:37:20
310,Tuzha,57.61,47.94,37.06,83,100,14.36,RU,2020-04-16 14:37:20
311,Aravissos,40.84,22.3,63.0,39,0,10.29,GR,2020-04-16 14:37:20
312,Jodar,37.84,-3.35,81.0,29,100,9.73,ES,2020-04-16 14:37:20
313,Jackson,42.42,-122.83,43.0,80,1,3.36,US,2020-04-16 14:37:20
314,Sechura,-5.56,-80.82,75.43,68,93,10.56,PE,2020-04-16 14:37:21
315,Thunder Bay,48.4,-89.32,30.0,42,40,13.87,CA,2020-04-16 14:36:06
316,Balezino,57.98,53.01,39.85,67,100,9.75,RU,2020-04-16 14:33:04
317,Omboue,-1.57,9.26,81.9,86,100,10.71,GA,2020-04-16 14:37:21
318,Middelburg,-25.78,29.46,72.05,19,0,10.98,ZA,2020-04-16 14:37:21
319,Harper,4.38,-7.72,86.9,67,30,7.74,LR,2020-04-16 14:37:21
320,Kontagora,10.4,5.47,107.82,8,11,2.84,NG,2020-04-16 14:37:21
321,Totness,5.88,-56.32,83.03,66,75,10.74,SR,2020-04-16 14:37:21
322,The Valley,18.22,-63.06,84.2,66,40,11.41,AI,2020-04-16 14:37:21
323,Randolph,35.7,-79.82,59.0,50,1,5.82,US,2020-04-16 14:37:21
324,Kembe,4.62,21.89,96.69,24,21,2.68,CF,2020-04-16 14:37:22
325,Ferrol,43.48,-8.24,62.6,67,20,8.05,ES,2020-04-16 14:37:22
326,Viedma,-40.81,-63.0,71.73,32,100,19.51,AR,2020-04-16 14:37:22
327,Melfi,41.0,15.65,68.0,22,65,8.05,IT,2020-04-16 14:37:22
328,Pitkyaranta,61.57,31.48,40.35,68,73,13.18,RU,2020-04-16 14:33:04
329,Vardo,70.37,31.11,35.6,74,75,19.66,NO,2020-04-16 14:37:22
330,Nkoteng,4.52,12.03,86.86,49,100,1.9,CM,2020-04-16 14:37:22
331,Bibiani,6.46,-2.32,93.85,42,45,2.98,GH,2020-04-16 14:37:22
332,Coquimbo,-29.95,-71.34,64.4,63,1,5.82,CL,2020-04-16 14:37:22
333,Uyuni,-20.46,-66.83,49.48,11,14,5.82,BO,2020-04-16 14:34:58
334,Mahon,39.89,4.27,68.0,68,40,6.93,ES,2020-04-16 14:37:22
335,Acarau,-2.89,-40.12,85.35,74,5,6.89,BR,2020-04-16 14:37:23
336,Nikolsk,53.72,46.07,40.44,67,85,11.27,RU,2020-04-16 14:33:05
337,Bulungu,-4.55,18.6,89.76,53,88,4.43,CD,2020-04-16 14:37:23
338,Saryozek,44.36,77.98,45.34,43,19,1.59,KZ,2020-04-16 14:37:23
339,Keuruu,62.27,24.7,43.0,75,75,18.34,FI,2020-04-16 14:37:23
340,Mutis,6.23,-77.4,79.99,77,28,1.7,CO,2020-04-16 14:37:23
341,Ondjiva,-17.07,15.73,93.2,28,20,6.93,AO,2020-04-16 14:37:23
342,Chapais,49.78,-74.85,24.8,45,1,12.75,CA,2020-04-16 14:32:42
343,Abu Dhabi,24.47,54.37,80.6,74,20,6.93,AE,2020-04-16 14:33:55
344,Skibbereen,51.55,-9.27,55.4,54,75,18.34,IE,2020-04-16 14:37:23
345,Talnakh,69.49,88.4,19.4,57,90,11.18,RU,2020-04-16 14:33:05
346,Porto Santo,33.07,-16.34,68.0,56,40,17.22,PT,2020-04-16 14:37:23
347,Izhma,65.01,53.91,37.2,78,99,11.56,RU,2020-04-16 14:37:23
348,Falmouth,50.15,-5.07,66.99,82,75,13.87,GB,2020-04-16 14:34:15
349,Barcelos,41.54,-8.62,62.6,77,20,12.75,PT,2020-04-16 14:37:23
350,Rumuruti,0.27,36.54,73.44,34,98,11.07,KE,2020-04-16 14:37:24
351,Sao Desiderio,-12.36,-44.97,81.39,61,77,2.84,BR,2020-04-16 14:37:24
352,Camacha,33.08,-16.33,68.0,56,40,17.22,PT,2020-04-16 14:37:24
353,Dakar,14.69,-17.44,87.8,60,25,21.92,SN,2020-04-16 14:34:06
354,Tiznit,29.58,-9.5,71.92,35,90,11.81,MA,2020-04-16 14:37:24
355,Guasdualito,7.24,-70.73,84.2,51,40,9.17,VE,2020-04-16 14:37:24
356,Bonthe,7.53,-12.51,86.72,66,99,4.76,SL,2020-04-16 14:37:24
357,Lodja,-3.48,23.43,86.14,56,92,2.19,CD,2020-04-16 14:37:24
358,Peniche,39.36,-9.38,66.0,87,75,25.28,PT,2020-04-16 14:37:24
359,Havelock,34.88,-76.9,61.0,38,20,11.41,US,2020-04-16 14:37:24
360,Khuzdar,27.74,66.64,75.52,21,100,11.59,PK,2020-04-16 14:37:24
361,Hammerfest,70.66,23.68,39.2,59,87,3.36,NO,2020-04-16 14:37:24
362,Knysna,-34.04,23.05,68.0,60,0,6.93,ZA,2020-04-16 14:37:25
363,Kalemie,-5.95,29.19,78.6,58,60,4.47,CD,2020-04-16 14:37:25
364,Angoche,-16.23,39.91,81.37,75,0,6.76,MZ,2020-04-16 14:37:25
365,Kjollefjord,70.95,27.35,37.4,64,100,4.7,NO,2020-04-16 14:37:25
366,Kanker,20.27,81.49,86.94,21,25,3.65,IN,2020-04-16 14:37:25
367,Porto Nacional,-10.71,-48.42,82.4,74,40,5.82,BR,2020-04-16 14:37:25
368,Uaua,-9.84,-39.48,85.28,48,64,9.01,BR,2020-04-16 14:37:25
369,Talmenka,53.82,83.57,48.2,49,40,8.95,RU,2020-04-16 14:37:25
370,Fandriana,-20.23,47.38,59.95,61,11,4.65,MG,2020-04-16 14:37:25
371,Sept-Iles,50.2,-66.38,28.0,41,75,12.75,CA,2020-04-16 14:37:25
372,Nalut,30.33,10.85,87.71,21,72,7.65,LY,2020-04-16 14:37:26
373,Tunceli,39.11,39.55,59.0,58,75,25.28,TR,2020-04-16 14:37:26
374,Naberera,-4.2,36.93,70.25,57,89,7.54,TZ,2020-04-16 14:37:26
375,Aras,42.56,-2.36,68.0,68,98,20.8,ES,2020-04-16 14:37:26
376,Mayumba,-3.43,10.66,80.56,83,100,8.01,GA,2020-04-16 14:37:26
377,Douentza,15.0,-2.95,107.49,6,59,12.75,ML,2020-04-16 14:37:26
378,Bichena,10.45,38.2,70.16,24,68,0.13,ET,2020-04-16 14:37:26
379,Gat,31.61,34.76,71.01,72,75,13.87,IL,2020-04-16 14:37:26
380,Marzuq,14.4,46.47,79.47,42,100,7.61,YE,2020-04-16 14:37:26
381,Surgut,61.25,73.42,44.6,65,100,2.24,RU,2020-04-16 14:36:05
382,Batsfjord,70.63,29.72,35.6,74,75,8.97,NO,2020-04-16 14:37:26
383,Sidi Ali,36.1,0.42,76.73,40,17,10.45,DZ,2020-04-16 14:37:27
384,Fauske,67.26,15.39,37.99,89,75,20.8,NO,2020-04-16 14:37:27
385,Saint-Leu,-21.15,55.28,78.8,65,20,24.16,RE,2020-04-16 14:37:27
386,Carbonia,39.17,8.52,68.0,77,20,16.11,IT,2020-04-16 14:37:27
387,Veraval,20.9,70.37,83.1,53,50,13.56,IN,2020-04-16 14:32:39
388,Gravdal,68.12,13.5,37.4,74,75,17.22,NO,2020-04-16 14:37:27
389,Mezen,65.85,44.24,34.36,96,100,7.63,RU,2020-04-16 14:37:27
390,Pauini,-7.71,-66.98,82.31,68,80,4.68,BR,2020-04-16 14:32:41
391,Puerto Baquerizo Moreno,-0.9,-89.6,78.73,83,75,10.56,EC,2020-04-16 14:37:27
392,Korla,41.76,86.15,66.11,28,100,10.76,CN,2020-04-16 14:37:27
393,Kotaparh,19.15,82.35,84.58,25,32,6.93,IN,2020-04-16 14:37:27
394,Volda,62.15,6.07,42.8,75,75,20.8,NO,2020-04-16 14:37:28
395,Kribi,2.95,9.92,84.34,79,90,8.72,CM,2020-04-16 14:37:28
396,Liverpool,53.41,-2.98,70.0,32,1,9.17,GB,2020-04-16 14:37:28
397,Naliya,23.27,68.83,81.07,67,91,12.41,IN,2020-04-16 14:37:28
398,Khash,28.22,61.22,60.51,46,85,9.44,IR,2020-04-16 14:37:28
399,Bedesa,8.9,40.78,70.95,47,98,3.22,ET,2020-04-16 14:37:28
400,Zdvinsk,54.7,78.66,40.77,77,36,4.92,RU,2020-04-16 14:35:06
401,Wilmington,34.23,-77.94,62.01,41,1,9.17,US,2020-04-16 14:33:28
402,Sladkovo,55.53,70.34,50.92,58,65,8.75,RU,2020-04-16 14:33:39
403,Coihueco,-36.62,-71.83,55.0,100,90,4.7,CL,2020-04-16 14:37:28
404,Santa Fe,-31.63,-60.7,73.99,48,0,4.0,AR,2020-04-16 14:37:28
405,Pavilosta,56.89,21.19,50.0,46,0,12.75,LV,2020-04-16 14:37:28
406,Storslett,69.77,21.02,36.25,78,8,0.72,NO,2020-04-16 14:37:28
407,Ebolowa,2.9,11.15,81.19,69,100,1.9,CM,2020-04-16 14:37:28
408,Surab,28.49,66.26,65.01,27,100,12.01,PK,2020-04-16 14:37:29
409,Portree,57.41,-6.19,52.0,62,12,11.99,GB,2020-04-16 14:37:29
410,Goderich,43.75,-81.72,35.01,84,33,16.51,CA,2020-04-16 14:35:50
411,Sergeyevka,53.88,67.42,52.34,47,100,10.18,KZ,2020-04-16 14:37:29
412,Sebezh,56.3,28.47,39.42,74,92,18.45,RU,2020-04-16 14:37:29
413,Yining,29.04,114.56,68.95,73,0,2.21,CN,2020-04-16 14:37:29
414,Dudinka,69.41,86.18,19.4,57,49,11.18,RU,2020-04-16 14:37:29
415,Veinticinco De Mayo,-35.43,-60.17,66.45,39,0,3.69,AR,2020-04-16 14:37:29
416,Daloa,6.88,-6.45,95.67,37,73,4.68,CI,2020-04-16 14:37:29
417,Umm Lajj,25.02,37.27,80.44,40,0,7.9,SA,2020-04-16 14:37:29
418,Leshukonskoye,64.9,45.76,34.63,92,100,9.24,RU,2020-04-16 14:33:04
419,Lima,-12.04,-77.03,77.0,69,2,2.24,PE,2020-04-16 14:37:29
420,Doha,25.29,51.53,78.8,61,20,6.93,QA,2020-04-16 14:36:53
421,Moose Factory,51.26,-80.61,17.6,52,20,14.99,CA,2020-04-16 14:37:30
422,Callaway,30.15,-85.57,63.0,29,1,17.22,US,2020-04-16 14:37:30
423,Sault Sainte Marie,46.52,-84.33,30.2,63,20,9.17,CA,2020-04-16 14:35:25
424,Coxim,-18.51,-54.76,76.82,52,0,7.81,BR,2020-04-16 14:37:30
425,Thomaston,32.89,-84.33,61.0,33,1,3.36,US,2020-04-16 14:37:30
426,Terme,41.21,36.97,51.8,62,75,2.24,TR,2020-04-16 14:37:30
427,Kalabo,-14.97,22.68,83.66,40,79,5.84,ZM,2020-04-16 14:37:30
428,Hambantota,6.12,81.12,83.46,74,73,4.27,LK,2020-04-16 14:37:30
429,Pavlivka,49.44,28.46,68.0,20,75,24.61,UA,2020-04-16 14:37:30
430,Prainha,-1.8,-53.48,87.08,60,42,3.8,BR,2020-04-16 14:37:30
431,Taoudenni,22.68,-3.98,100.33,11,15,7.07,ML,2020-04-16 14:37:31
432,Grand Gaube,-20.01,57.66,75.2,94,75,13.87,MU,2020-04-16 14:37:31
433,Taltal,-25.4,-70.48,71.76,52,46,7.18,CL,2020-04-16 14:37:31
434,Wexford,52.33,-6.46,62.6,42,100,14.99,IE,2020-04-16 14:37:31
435,Calvinia,-31.47,19.78,71.35,18,0,11.48,ZA,2020-04-16 14:37:31
436,Hilpoltstein,49.19,11.19,73.4,46,100,9.17,DE,2020-04-16 14:37:31
437,Bom Jesus,-9.07,-44.36,82.49,68,34,4.52,BR,2020-04-16 14:37:31
438,Melilla,35.29,-2.94,68.0,82,20,11.41,ES,2020-04-16 14:37:31
439,Pitsunda,43.16,40.34,51.8,53,75,13.42,GE,2020-04-16 14:37:31
440,Mazamet,43.49,2.37,68.0,42,43,28.86,FR,2020-04-16 14:37:31
441,Sao Gabriel Da Cachoeira,-0.13,-67.09,78.8,88,40,8.05,BR,2020-04-16 14:37:31
442,Jacmel,18.23,-72.53,86.0,62,20,11.41,HT,2020-04-16 14:37:32
443,Vesele,47.01,34.91,55.31,54,81,18.05,UA,2020-04-16 14:37:32
444,Rimini,44.02,12.52,63.0,58,100,12.75,IT,2020-04-16 14:37:32
445,Hadejia,12.45,10.04,106.16,6,2,12.86,NG,2020-04-16 14:37:32
446,Leamington,42.05,-82.61,37.99,59,40,12.75,CA,2020-04-16 14:34:53
447,Sao Filipe,14.9,-24.5,73.17,73,96,18.52,CV,2020-04-16 14:37:32
448,Campos Gerais,-21.23,-45.76,74.68,60,99,5.66,BR,2020-04-16 14:37:32
449,Vagur,61.47,-6.81,45.25,68,33,6.17,FO,2020-04-16 14:37:32
450,Vilhena,-12.74,-60.15,75.2,78,20,12.75,BR,2020-04-16 14:37:32
451,Mormugao,15.4,73.8,86.0,74,20,9.17,IN,2020-04-16 14:37:32
452,Marrakesh,31.63,-8.01,77.0,33,40,6.93,MA,2020-04-16 14:34:07
453,Villa Carlos Paz,-31.42,-64.5,71.6,49,4,9.17,AR,2020-04-16 14:37:33
454,La Plaine,15.33,-61.25,82.4,94,75,1.12,DM,2020-04-16 14:37:33
455,Chadiza,-14.07,32.44,78.12,47,3,4.23,ZM,2020-04-16 14:37:33
456,Bengkulu,-3.8,102.27,79.65,81,100,4.25,ID,2020-04-16 14:37:33
457,Soavinandriana,-19.17,46.73,62.91,49,13,6.8,MG,2020-04-16 14:37:33
458,Dagana,16.52,-15.51,97.36,12,70,6.98,MR,2020-04-16 14:37:33
459,Madimba,-10.4,40.33,84.2,83,40,11.41,TZ,2020-04-16 14:37:33
460,Berbera,10.44,45.01,84.87,72,21,7.27,SO,2020-04-16 14:37:33
461,Yenagoa,4.92,6.26,88.14,73,96,7.0,NG,2020-04-16 14:37:34
462,Oktyabrskoye,43.06,44.74,46.4,65,75,4.47,RU,2020-04-16 14:37:34
463,Condega,13.37,-86.4,69.8,73,40,4.85,NI,2020-04-16 14:37:34
464,Port Shepstone,-30.74,30.45,70.54,65,54,8.5,ZA,2020-04-16 14:37:34
465,Dalton,34.77,-84.97,55.0,51,1,8.05,US,2020-04-16 14:37:34
466,Aswan,24.09,32.91,93.2,11,12,5.82,EG,2020-04-16 14:37:34
467,La Asuncion,11.03,-63.86,82.4,74,100,12.75,VE,2020-04-16 14:37:34
468,Satwas,22.53,76.68,95.22,13,44,8.95,IN,2020-04-16 14:37:35
469,Tupiza,-21.45,-65.72,58.1,18,15,5.17,BO,2020-04-16 14:37:35
470,Umea,63.83,20.26,48.2,39,20,18.34,SE,2020-04-16 14:37:35
471,Zvishavane,-20.33,30.07,81.1,29,63,0.54,ZW,2020-04-16 14:37:35
472,Najran,17.49,44.13,87.8,33,20,6.93,SA,2020-04-16 14:37:35
473,Arona,28.1,-16.68,78.8,39,20,17.22,ES,2020-04-16 14:37:35
474,Xai-Xai,-25.05,33.64,78.37,79,32,9.91,MZ,2020-04-16 14:37:35
475,Dumraon,25.55,84.15,93.72,15,74,6.49,IN,2020-04-16 14:37:35
476,Sindor,62.86,51.89,36.61,75,58,10.4,RU,2020-04-16 14:37:35
477,Bria,6.54,21.99,98.19,13,33,2.06,CF,2020-04-16 14:37:35
478,Boende,-0.22,20.87,90.48,49,100,0.2,CD,2020-04-16 14:37:35
479,Abu Samrah,35.3,37.18,70.41,33,82,0.45,SY,2020-04-16 14:37:35
480,Lannion,48.75,-3.42,71.01,43,18,11.41,FR,2020-04-16 14:37:36
481,Nuuk,64.18,-51.72,32.0,96,75,26.4,GL,2020-04-16 14:37:36
482,Carnarvon,-24.87,113.63,77.0,73,0,11.41,AU,2020-04-16 14:37:36
483,Goundam,16.41,-3.67,102.4,13,9,7.2,ML,2020-04-16 14:37:36
484,Sabha,27.04,14.43,89.58,15,98,22.15,LY,2020-04-16 14:37:36
485,Porto Torres,40.84,8.4,71.6,33,100,5.82,IT,2020-04-16 14:37:36
486,Saint-Francois,46.42,3.91,73.99,33,48,2.24,FR,2020-04-16 14:37:36
487,Laguna,38.42,-121.42,57.0,87,1,4.7,US,2020-04-16 14:37:36
488,Inta,66.03,60.17,38.64,75,100,23.73,RU,2020-04-16 14:37:36
489,Tucuma,-0.18,-50.05,83.66,70,78,2.77,BR,2020-04-16 14:37:36
490,San Ramon,37.78,-121.98,55.4,81,90,2.55,US,2020-04-16 14:37:36
491,Guapore,-28.85,-51.89,68.0,37,0,4.76,BR,2020-04-16 14:34:56
492,Vila Do Maio,15.13,-23.22,80.6,54,75,19.46,CV,2020-04-16 14:37:36
493,Mangan,27.52,88.53,66.61,36,49,3.65,IN,2020-04-16 14:37:37
494,Kyzyl-Suu,42.34,78.0,42.91,37,30,2.59,KG,2020-04-16 14:37:37
495,Mbanza-Ngungu,-5.25,14.87,78.4,75,100,3.49,CD,2020-04-16 14:37:37
496,Candido De Abreu,-24.57,-51.33,76.08,24,0,1.52,BR,2020-04-16 14:37:37
497,Urumqi,43.8,87.6,55.4,66,75,15.66,CN,2020-04-16 14:37:37
498,Yazykovo,55.22,56.14,38.37,83,100,10.27,RU,2020-04-16 14:37:37
499,Adeje,28.12,-16.73,78.8,39,20,17.22,ES,2020-04-16 14:37:37
500,Tashtagol,52.77,87.89,40.24,67,49,4.38,RU,2020-04-16 14:37:37
501,Breytovo,58.3,37.86,38.14,73,50,3.47,RU,2020-04-16 14:37:37
502,Praia,14.92,-23.51,80.6,54,75,19.46,CV,2020-04-16 14:37:37
503,Lundazi,-12.29,33.18,74.12,53,18,7.11,ZM,2020-04-16 14:37:37
504,Paamiut,61.99,-49.67,33.3,87,100,29.73,GL,2020-04-16 14:37:37
505,Pokhara,28.23,83.98,67.55,31,58,5.06,NP,2020-04-16 14:37:38
506,Rio Gallegos,-51.62,-69.22,46.4,93,71,2.24,AR,2020-04-16 14:37:38
507,Jalu,29.03,21.55,83.88,19,94,15.1,LY,2020-04-16 14:37:38
508,Nadym,65.53,72.52,21.65,97,80,10.04,RU,2020-04-16 14:37:38
509,Malanje,-9.54,16.34,71.6,94,75,4.7,AO,2020-04-16 14:37:38
510,Energetik,51.74,58.79,54.16,38,98,16.62,RU,2020-04-16 14:37:38
511,Mantua,45.17,10.78,70.0,24,100,5.82,IT,2020-04-16 14:37:38
512,Astana,51.18,71.45,57.2,28,25,6.71,KZ,2020-04-16 14:37:38
513,Eyl,7.98,49.82,85.17,71,4,12.66,SO,2020-04-16 14:37:38
514,Ankazoabo,-22.28,44.52,81.97,41,31,4.05,MG,2020-04-16 14:37:38
515,Machaneng,-23.19,27.49,91.04,10,8,3.8,BW,2020-04-16 14:37:38
516,Luxor,25.7,32.64,95.0,16,7,5.82,EG,2020-04-16 14:37:38
517,Tirana,41.33,19.82,66.2,42,19,10.29,AL,2020-04-16 14:36:50
518,San Rafael,-34.62,-68.33,74.05,30,0,10.58,AR,2020-04-16 14:34:22
519,Luau,-10.71,22.22,77.54,57,86,4.25,AO,2020-04-16 14:37:39
520,Pisco,-13.7,-76.22,77.0,30,24,5.82,PE,2020-04-16 14:37:39
521,Velasco Ibarra,-1.05,-79.62,83.23,74,69,0.45,EC,2020-04-16 14:37:39
522,Kapuskasing,49.42,-82.43,19.4,57,40,2.24,CA,2020-04-16 14:36:34
523,Waounde,15.26,-12.87,104.74,20,31,4.85,SN,2020-04-16 14:37:39
524,Cap Malheureux,-19.98,57.61,75.2,94,75,13.87,MU,2020-04-16 14:37:39
525,Kalininaul,43.07,46.57,40.8,65,100,4.74,RU,2020-04-16 14:37:39
526,Arys,42.43,68.8,60.8,51,41,2.24,KZ,2020-04-16 14:37:39
527,Sheregesh,52.92,87.99,38.25,67,41,4.68,RU,2020-04-16 14:37:40
528,Sertania,-8.07,-37.26,83.98,49,56,7.07,BR,2020-04-16 14:37:40
529,Boulsa,12.67,-0.58,109.26,6,40,11.99,BF,2020-04-16 14:37:40
530,Sile,41.18,29.61,59.0,44,0,8.05,TR,2020-04-16 14:37:40
531,Nouadhibou,20.93,-17.03,73.4,64,25,17.22,MR,2020-04-16 14:37:40
532,Bloemhof,-27.65,25.61,71.22,14,0,6.85,ZA,2020-04-16 14:37:40
533,Chicama,-7.84,-79.15,71.6,83,2,8.05,PE,2020-04-16 14:37:40
534,Kuusamo,65.97,29.18,35.6,51,100,18.34,FI,2020-04-16 14:37:40
535,Nicoya,10.15,-85.45,86.0,55,20,10.29,CR,2020-04-16 14:37:40
536,Kaputa,-8.47,29.66,78.01,62,84,2.28,ZM,2020-04-16 14:37:40
537,Plunge,55.91,21.84,48.2,66,0,6.93,LT,2020-04-16 14:37:40
538,Turukhansk,65.82,87.98,33.78,89,77,10.96,RU,2020-04-16 14:37:40
539,Catamarca,-28.47,-65.79,77.0,57,46,8.01,AR,2020-04-16 14:37:41
540,Tefe,-3.35,-64.71,75.2,100,75,10.29,BR,2020-04-16 14:37:41
541,Kharan,28.58,65.42,70.95,44,100,27.09,PK,2020-04-16 14:37:41
542,Kiyasovo,56.35,53.12,42.01,61,100,5.01,RU,2020-04-16 14:37:41
543,Ust-Ishim,57.69,71.17,46.56,77,70,5.19,RU,2020-04-16 14:37:41
544,Kismayo,-0.36,42.55,84.0,75,67,11.16,SO,2020-04-16 14:37:41
545,Luz,-19.8,-45.69,72.03,65,100,4.76,BR,2020-04-16 14:37:41
546,Grand-Santi,4.25,-54.38,91.02,47,46,2.91,GF,2020-04-16 14:37:41
547,La Sarre,48.8,-79.2,27.21,88,99,11.03,CA,2020-04-16 14:33:56
548,Kennett,36.24,-90.06,53.01,53,0,10.29,US,2020-04-16 14:37:41
549,Endicott,42.1,-76.05,36.0,58,75,10.29,US,2020-04-16 14:37:41
550,Talcahuano,-36.72,-73.12,60.8,77,64,9.17,CL,2020-04-16 14:37:37
551,Bahia Blanca,-38.72,-62.27,71.4,35,26,13.53,AR,2020-04-16 14:37:41
552,Boa Vista,2.82,-60.67,86.0,48,75,10.29,BR,2020-04-16 14:37:42
553,Bud,39.45,-86.18,39.99,55,90,6.93,US,2020-04-16 14:34:32
554,Walvis Bay,-22.96,14.51,69.8,52,6,9.17,NA,2020-04-16 14:37:42
555,Klyuchi,52.27,79.17,52.54,51,58,4.5,RU,2020-04-16 14:37:42
556,Manta,-0.95,-80.73,84.2,74,66,4.99,EC,2020-04-16 14:34:25
557,Monte Patria,-30.69,-70.95,78.46,27,0,5.14,CL,2020-04-16 14:37:42
558,Sayan,-11.14,-77.19,76.6,37,90,7.4,PE,2020-04-16 14:37:42
559,Cabedelo,-6.98,-34.83,77.0,100,75,11.41,BR,2020-04-16 14:36:39
560,Zambrano,9.75,-74.82,89.28,53,3,6.44,CO,2020-04-16 14:37:42
561,Mahibadhoo,3.78,72.97,86.52,64,58,2.93,MV,2020-04-16 14:37:42
562,Encruzilhada Do Sul,-30.54,-52.52,66.13,51,0,8.37,BR,2020-04-16 14:37:42
563,Mponela,-13.53,33.74,80.6,51,20,14.99,MW,2020-04-16 14:37:42
564,Lafia,8.48,8.52,107.38,11,0,6.53,NG,2020-04-16 14:37:01
565,Inhapim,-19.55,-42.12,83.26,55,72,1.03,BR,2020-04-16 14:37:43
